sample_id,a,b,case,torsion_order,torsion_invariants,generators
sample_000064657,-8556,-603,A4,1,[],[]
sample_000064831,5322,3165,A4,1,[],[]
sample_000064922,124,9279,A4,1,[],[]
sample_000065075,-9994,-7721,A4,1,[],[]
sample_000065167,-2072,-7705,A4,1,[],[]
sample_000065175,-7350,2743,A4,1,[],[]
sample_000065359,-4750,-4992,A4,1,[],[]
sample_000065490,-1844,-2087,A4,1,[],[]
sample_000065539,-2461,7876,A4,1,[],[]
sample_000065611,-7037,4839,A4,1,[],[]
sample_000065697,5215,-700,A4,1,[],[]
sample_000065715,-7077,7631,A4,1,[],[]
sample_000065776,-4893,2878,A4,1,[],[]
sample_000066134,5843,1194,A4,1,[],[]
sample_000066481,-6094,2437,A4,1,[],[]
sample_000066580,-1105,4645,A4,1,[],[]
sample_000066681,-4710,-9987,A4,1,[],[]
sample_000066747,-1633,-3807,A4,1,[],[]
sample_000066780,-6902,-7876,A4,1,[],[]
sample_000066839,-7655,-1640,A4,1,[],[]
sample_000066953,-5705,-3194,A4,1,[],[]
sample_000067090,7038,2565,A4,1,[],[]
sample_000067156,-8228,-3944,A4,1,[],[]
sample_000067207,-8505,-3248,A4,1,[],[]
sample_000067640,-4641,8555,A4,1,[],[]
sample_000068098,3309,-827,A4,1,[],[]
sample_000068226,-2708,-1171,A4,1,[],[]
sample_000068406,-467,9499,A4,1,[],[]
sample_000068529,642,8510,A4,1,[],[]
sample_000068567,945,10000,A4,1,[],[]
sample_000068801,-3614,692,A4,1,[],[]
sample_000068871,-5485,1606,A4,1,[],[]
sample_000068885,2697,-6044,A4,1,[],[]
sample_000068926,-130,-8681,A4,1,[],[]
sample_000069078,363,-8168,A4,1,[],[]
sample_000069172,8687,-9249,A4,1,[],[]
sample_000069232,5688,4872,A4,1,[],[]
sample_000069260,9315,8178,A4,1,[],[]
sample_000069313,3877,6767,A4,1,[],[]
sample_000069325,9435,9586,A4,1,[],[]
sample_000069369,2032,-3823,A4,1,[],[]
sample_000069408,-3726,6154,A4,1,[],[]
sample_000069854,1978,2101,A4,1,[],[]
sample_000069897,7559,2079,A4,1,[],[]
sample_000069919,-6315,5615,A4,1,[],[]
sample_000070038,8486,8176,A4,1,[],[]
sample_000070066,-7911,7360,A4,1,[],[]
sample_000070088,7972,2199,A4,1,[],[]
sample_000070117,112,8203,A4,1,[],[]
sample_000070280,8203,1866,A4,1,[],[]
sample_000070357,-2190,-8375,A4,1,[],[]
sample_000070371,-4548,-5948,A4,1,[],[]
sample_000070398,-3281,-6765,A4,1,[],[]
sample_000070421,4568,-1923,A4,1,[],[]
sample_000070450,-9029,6603,A4,1,[],[]
sample_000070512,2203,-7370,A4,1,[],[]
sample_000070514,-8541,9887,A4,1,[],[]
sample_000070686,-8046,-8859,A4,1,[],[]
sample_000070720,-8066,-3147,A4,1,[],[]
sample_000070725,5440,9108,A4,1,[],[]
sample_000070839,2333,8519,A4,1,[],[]
sample_000070846,-4560,5279,A4,1,[],[]
sample_000071041,-9542,725,A4,1,[],[]
sample_000071104,7553,667,A4,1,[],[]
sample_000071302,-7881,-4210,A4,1,[],[]
sample_000071327,2299,-4104,A4,1,[],[]
sample_000071650,-4576,7784,A4,1,[],[]
sample_000071875,96,-2728,A4,1,[],[]
sample_000071889,-4724,-6790,A4,1,[],[]
sample_000072019,-1932,-1797,A4,1,[],[]
sample_000072100,-4467,8258,A4,1,[],[]
sample_000072169,-4287,287,A4,1,[],[]
sample_000072370,-8157,2258,A4,1,[],[]
sample_000072379,-7886,1917,A4,1,[],[]
sample_000072607,4339,-1608,A4,1,[],[]
sample_000072685,-7422,-7145,A4,1,[],[]
sample_000072774,-4172,-9552,A4,1,[],[]
sample_000072897,-4009,5982,A4,1,[],[]
sample_000072920,-7812,-6358,A4,1,[],[]
sample_000073251,6360,5789,A4,1,[],[]
sample_000073358,5589,781,A4,1,[],[]
sample_000073385,-665,2856,A4,1,[],[]
sample_000073466,4459,-9412,A4,1,[],[]
sample_000073533,958,5825,A4,1,[],[]
sample_000073765,1310,-8610,A4,1,[],[]
sample_000073772,9860,-2001,A4,1,[],[]
sample_000073806,-5283,5367,A4,1,[],[]
sample_000073878,-3730,8755,A4,1,[],[]
sample_000073925,-3573,-7890,A4,1,[],[]
sample_000074197,5530,8974,A4,1,[],[]
sample_000074250,3598,4605,A4,1,[],[]
sample_000074282,-777,2978,A4,1,[],[]
sample_000074367,-2074,-4303,A4,1,[],[]
sample_000074369,-2476,9647,A4,1,[],[]
sample_000074481,160,-3675,A4,1,[],[]
sample_000074511,-2173,-1193,A4,1,[],[]
sample_000074518,8724,-3639,A4,1,[],[]
sample_000074520,-4301,-8230,A4,1,[],[]
sample_000074642,-9666,-6739,A4,1,[],[]
sample_000074882,-9861,-995,A4,1,[],[]
sample_000075081,936,335,A4,1,[],[]
sample_000075104,-4128,8797,A4,1,[],[]
sample_000075247,-3666,-7934,A4,1,[],[]
sample_000075496,5591,-2836,A4,1,[],[]
sample_000075527,-5929,-1231,A4,1,[],[]
sample_000075577,-4165,4503,A4,1,[],[]
sample_000075663,8189,2152,A4,1,[],[]
sample_000075670,9752,1877,A4,1,[],[]
sample_000075749,-4494,-4528,A4,1,[],[]
sample_000075803,4,-1102,A4,1,[],[]
sample_000075809,3671,-2603,A4,1,[],[]
sample_000075985,7322,535,A4,1,[],[]
sample_000076126,6436,-3228,A4,1,[],[]
sample_000076258,-8211,5525,A4,1,[],[]
sample_000076484,389,-8232,A4,1,[],[]
sample_000076844,4853,-4082,A4,1,[],[]
sample_000076898,8044,-7590,A4,1,[],[]
sample_000076904,-9864,6668,A4,1,[],[]
sample_000076905,2444,-4083,A4,1,[],[]
sample_000076911,-9250,4253,A4,1,[],[]
sample_000076965,3340,-6501,A4,1,[],[]
sample_000077006,3520,-950,A4,1,[],[]
sample_000077035,5639,-5273,A4,1,[],[]
sample_000077117,871,-9627,A4,1,[],[]
sample_000077389,5569,9215,A4,1,[],[]
sample_000077577,1854,-3045,A4,1,[],[]
sample_000077815,2137,1929,A4,1,[],[]
sample_000077966,9599,9206,A4,1,[],[]
sample_000078055,-3448,-8776,A4,1,[],[]
sample_000078188,-5743,9311,A4,1,[],[]
sample_000078673,2459,-5660,A4,1,[],[]
sample_000078741,-1447,8495,A4,1,[],[]
sample_000078877,-1588,-3190,A4,1,[],[]
sample_000078932,-4123,-6515,A4,1,[],[]
sample_000079161,5949,8002,A4,1,[],[]
sample_000079331,-469,129,A4,1,[],[]
sample_000079505,9683,1867,A4,1,[],[]
sample_000079523,3905,7820,A4,1,[],[]
sample_000079590,-485,-2265,A4,1,[],[]
sample_000079595,-1794,8385,A4,1,[],[]
sample_000079700,-8026,7556,A4,1,[],[]
sample_000079941,2080,8409,A4,1,[],[]
sample_000080061,-28,-9469,A4,1,[],[]
sample_000080125,8002,2492,A4,1,[],[]
sample_000080137,9669,3477,A4,1,[],[]
sample_000080595,-8064,9567,A4,1,[],[]
sample_000080657,1868,6021,A4,1,[],[]
sample_000080792,-3165,-3226,A4,1,[],[]
sample_000080817,9951,-6499,A4,1,[],[]
sample_000080945,-1563,4303,A4,1,[],[]
sample_000081038,-8925,-4666,A4,1,[],[]
sample_000081140,-4205,-3276,A4,1,[],[]
sample_000081153,-5455,-249,A4,1,[],[]
sample_000081193,5777,800,A4,1,[],[]
sample_000081370,366,-1523,A4,1,[],[]
sample_000081490,6225,2481,A4,1,[],[]
sample_000081493,2844,-1763,A4,1,[],[]
sample_000081679,-5982,-1721,A4,1,[],[]
sample_000081852,-9781,9519,A4,1,[],[]
sample_000081977,-1695,9498,A4,1,[],[]
sample_000081994,120,3046,A4,1,[],[]
sample_000082504,3525,8176,A4,1,[],[]
sample_000082509,-7813,-6101,A4,1,[],[]
sample_000082561,-6757,-8215,A4,1,[],[]
sample_000082598,3941,2902,A4,1,[],[]
sample_000082774,8772,-4053,A4,1,[],[]
sample_000082824,935,-1523,A4,1,[],[]
sample_000082930,2157,5901,A4,1,[],[]
sample_000082968,-6910,-9769,A4,1,[],[]
sample_000082985,210,-7593,A4,1,[],[]
sample_000083033,9852,4829,A4,1,[],[]
sample_000083088,1010,-9258,A4,1,[],[]
sample_000083245,-1726,496,A4,1,[],[]
sample_000083324,9253,5102,A4,1,[],[]
sample_000083784,7281,-5571,A4,1,[],[]
sample_000083889,-686,-1075,A4,1,[],[]
sample_000083918,-9192,-2399,A4,1,[],[]
sample_000083923,9304,3449,A4,1,[],[]
sample_000083926,6668,7241,A4,1,[],[]
sample_000083988,4412,1184,A4,1,[],[]
sample_000084355,-1704,-7606,A4,1,[],[]
sample_000084438,7742,506,A4,1,[],[]
sample_000084583,-6455,5954,A4,1,[],[]
sample_000084739,3251,-6409,A4,1,[],[]
sample_000084760,-4635,406,A4,1,[],[]
sample_000084763,-4738,6786,A4,1,[],[]
sample_000084840,7611,-9097,A4,1,[],[]
sample_000085068,-4070,2441,A4,1,[],[]
sample_000085123,9480,255,A4,1,[],[]
sample_000085306,2461,105,A4,1,[],[]
sample_000085337,2393,5194,A4,1,[],[]
sample_000085451,-7582,2756,A4,1,[],[]
sample_000085499,-504,955,A4,1,[],[]
sample_000085933,607,2869,A4,1,[],[]
sample_000085992,-6335,-1896,A4,1,[],[]
sample_000086023,-7374,3341,A4,1,[],[]
sample_000086054,8010,1482,A4,1,[],[]
sample_000086241,7157,3701,A4,1,[],[]
sample_000086324,8089,-1195,A4,1,[],[]
sample_000086344,5003,-9073,A4,1,[],[]
sample_000086351,-7626,-3309,A4,1,[],[]
sample_000086718,-9991,-5749,A4,1,[],[]
sample_000086754,-7476,-4637,A4,1,[],[]
sample_000086825,-9415,541,A4,1,[],[]
sample_000086888,-525,6821,A4,1,[],[]
sample_000086934,1223,3281,A4,1,[],[]
sample_000086948,3389,8827,A4,1,[],[]
sample_000087102,-1079,-2126,A4,1,[],[]
sample_000087109,-4604,-9990,A4,1,[],[]
sample_000087199,4202,-4485,A4,1,[],[]
sample_000087228,1450,3960,A4,1,[],[]
sample_000087236,-6053,1831,A4,1,[],[]
sample_000087300,-7203,3121,A4,1,[],[]
sample_000087437,4263,-4417,A4,1,[],[]
sample_000087451,-4967,-2379,A4,1,[],[]
sample_000087527,-8909,-3583,A4,1,[],[]
sample_000087670,5920,-8601,A4,1,[],[]
sample_000087795,-5723,6636,A4,1,[],[]
sample_000087904,8158,3181,A4,1,[],[]
sample_000088042,8531,8738,A4,1,[],[]
sample_000088121,-7161,3131,A4,1,[],[]
sample_000088150,-3908,-8334,A4,1,[],[]
sample_000088643,5398,9674,A4,1,[],[]
sample_000088773,-5498,-7889,A4,1,[],[]
sample_000088903,-6082,2802,A4,1,[],[]
sample_000088948,1354,4054,A4,1,[],[]
sample_000088955,-9669,-1359,A4,1,[],[]
sample_000089002,5637,1167,A4,1,[],[]
sample_000089241,-7510,1557,A4,1,[],[]
sample_000089282,7655,-901,A4,1,[],[]
sample_000089441,-7848,6200,A4,1,[],[]
sample_000089806,-7576,-7904,A4,1,[],[]
sample_000089849,9407,-8249,A4,1,[],[]
sample_000090063,2928,-934,A4,1,[],[]
sample_000090151,1305,3520,A4,1,[],[]
sample_000090240,-5220,5915,A4,1,[],[]
sample_000090247,9282,-4816,A4,1,[],[]
sample_000090788,1622,938,A4,1,[],[]
sample_000090902,6226,-1410,A4,1,[],[]
sample_000090939,-1149,757,A4,1,[],[]
sample_000091043,5654,2753,A4,1,[],[]
sample_000091235,696,4124,A4,1,[],[]
sample_000091305,719,5102,A4,1,[],[]
sample_000091309,-2237,-2848,A4,1,[],[]
sample_000091457,2158,8444,A4,1,[],[]
sample_000091523,-7036,936,A4,1,[],[]
sample_000091636,3400,-8903,A4,1,[],[]
sample_000091768,-7777,6233,A4,1,[],[]
sample_000091947,7429,-7925,A4,1,[],[]
sample_000092347,5929,-2670,A4,1,[],[]
sample_000092466,4223,-4988,A4,1,[],[]
sample_000092556,-9783,19,A4,1,[],[]
sample_000092712,-5946,6706,A4,1,[],[]
sample_000092796,-3211,-4606,A4,1,[],[]
sample_000093041,7584,4772,A4,1,[],[]
sample_000093090,-864,6353,A4,1,[],[]
sample_000093157,-5200,1745,A4,1,[],[]
sample_000093212,6027,-6637,A4,1,[],[]
sample_000093253,-3022,9719,A4,1,[],[]
sample_000093254,-6726,2362,A4,1,[],[]
sample_000093389,-4619,2427,A4,1,[],[]
sample_000093522,3286,-7897,A4,1,[],[]
sample_000093554,4085,7704,A4,1,[],[]
sample_000093705,-6714,-6616,A4,1,[],[]
sample_000093780,-917,2902,A4,1,[],[]
sample_000093798,4236,-5277,A4,1,[],[]
sample_000093917,4695,105,A4,1,[],[]
sample_000093953,6974,4811,A4,1,[],[]
sample_000094063,-5916,7233,A4,1,[],[]
sample_000094075,9129,5695,A4,1,[],[]
sample_000094087,5102,2337,A4,1,[],[]
sample_000094151,5175,6292,A4,1,[],[]
sample_000094268,585,808,A4,1,[],[]
sample_000094289,-3645,1950,A4,1,[],[]
sample_000094471,341,-6412,A4,1,[],[]
sample_000094618,-8912,-1242,A4,1,[],[]
sample_000094645,-2694,-7069,A4,1,[],[]
sample_000094744,337,9332,A4,1,[],[]
sample_000094746,7372,3946,A4,1,[],[]
sample_000094791,4261,-3222,A4,1,[],[]
sample_000094969,5678,-968,A4,1,[],[]
sample_000095075,-8195,5405,A4,1,[],[]
sample_000095159,4438,6513,A4,1,[],[]
sample_000095242,4095,3590,A4,1,[],[]
sample_000095329,9358,903,A4,1,[],[]
sample_000095375,-4265,-3619,A4,1,[],[]
sample_000095377,4109,2480,A4,1,[],[]
sample_000095524,6424,5010,A4,1,[],[]
sample_000095659,5708,-66,A4,1,[],[]
sample_000095680,-7624,-9560,A4,1,[],[]
sample_000095689,9347,-970,A4,1,[],[]
sample_000095695,-97,2628,A4,1,[],[]
sample_000095698,-9625,6939,A4,1,[],[]
sample_000095756,-6526,9672,A4,1,[],[]
sample_000095847,9319,9036,A4,1,[],[]
sample_000095881,4409,-2230,A4,1,[],[]
sample_000095890,1282,-8747,A4,1,[],[]
sample_000096010,-2804,-6672,A4,1,[],[]
sample_000096035,-3118,3649,A4,1,[],[]
sample_000096162,-5698,4894,A4,1,[],[]
sample_000096224,-7555,-1578,A4,1,[],[]
sample_000096498,-3805,6595,A4,1,[],[]
sample_000096578,6843,-3640,A4,1,[],[]
sample_000096652,5233,-632,A4,1,[],[]
sample_000096729,3172,-5354,A4,1,[],[]
sample_000096772,-5655,6388,A4,1,[],[]
sample_000096854,-8586,4077,A4,1,[],[]
sample_000097001,5999,-7331,A4,1,[],[]
sample_000097194,-1977,-5885,A4,1,[],[]
sample_000097427,-4771,-3940,A4,1,[],[]
sample_000097464,7621,-3071,A4,1,[],[]
sample_000097533,6834,6861,A4,1,[],[]
sample_000097585,-1091,-2244,A4,1,[],[]
sample_000097704,137,-2805,A4,1,[],[]
sample_000097816,1112,3040,A4,1,[],[]
sample_000097904,-7240,-8058,A4,1,[],[]
sample_000098037,-8835,-5846,A4,1,[],[]
sample_000098151,6147,-633,A4,1,[],[]
sample_000098375,7396,1608,A4,1,[],[]
sample_000098631,5473,-4641,A4,1,[],[]
sample_000098841,3899,-8917,A4,1,[],[]
sample_000098860,-2920,5493,A4,1,[],[]
sample_000099039,-144,7940,A4,1,[],[]
sample_000099044,2251,9686,A4,1,[],[]
sample_000099426,-6896,-8791,A4,1,[],[]
sample_000099455,-5466,-4994,A4,1,[],[]
sample_000099615,5948,9516,A4,1,[],[]
sample_000099811,9312,-2021,A4,1,[],[]
sample_000099930,-7532,-9911,A4,1,[],[]
sample_000100094,8763,1587,A4,1,[],[]
sample_000100230,9686,4632,A4,1,[],[]
sample_000100234,3365,2819,A4,1,[],[]
sample_000100259,-3296,-9804,A4,1,[],[]
sample_000100349,-7057,7366,A4,1,[],[]
sample_000100485,5539,-5943,A4,1,[],[]
sample_000100572,-691,-3203,A4,1,[],[]
sample_000100606,6279,-3420,A4,1,[],[]
sample_000100655,5405,2123,A4,1,[],[]
sample_000100686,6969,-7357,A4,1,[],[]
sample_000100906,3133,-2044,A4,1,[],[]
sample_000100923,5132,9396,A4,1,[],[]
sample_000100965,28,15,A4,1,[],[]
sample_000101007,-6986,707,A4,1,[],[]
sample_000101054,5410,-5076,A4,1,[],[]
sample_000101148,5115,-8205,A4,1,[],[]
sample_000101159,4522,8487,A4,1,[],[]
sample_000101259,-688,7556,A4,1,[],[]
sample_000101377,-3450,69,A4,1,[],[]
sample_000101439,-8062,-4779,A4,1,[],[]
sample_000101466,1708,-4530,A4,1,[],[]
sample_000101501,-4790,-9704,A4,1,[],[]
sample_000101572,1117,3450,A4,1,[],[]
sample_000101640,9180,768,A4,1,[],[]
sample_000101746,-2119,6593,A4,1,[],[]
sample_000101802,-9991,1466,A4,1,[],[]
sample_000101931,-441,-8094,A4,1,[],[]
sample_000102043,3679,2833,A4,1,[],[]
sample_000102045,-6972,-7938,A4,1,[],[]
sample_000102088,2714,1496,A4,1,[],[]
sample_000102311,6991,2681,A4,1,[],[]
sample_000102408,-3280,9992,A4,1,[],[]
sample_000102499,-2433,-1049,A4,1,[],[]
sample_000102785,3035,3561,A4,1,[],[]
sample_000102812,-3216,728,A4,1,[],[]
sample_000102921,3148,-7726,A4,1,[],[]
sample_000103026,4105,-1661,A4,1,[],[]
sample_000103185,9993,7071,A4,1,[],[]
sample_000103284,4321,-7378,A4,1,[],[]
sample_000103549,-786,1710,A4,1,[],[]
sample_000103591,8270,-4814,A4,1,[],[]
sample_000103714,9631,-2908,A4,1,[],[]
sample_000103808,7729,1685,A4,1,[],[]
sample_000103930,5347,3227,A4,1,[],[]
sample_000104116,7793,-1345,A4,1,[],[]
sample_000104281,4668,-5430,A4,1,[],[]
sample_000104598,-8939,-2473,A4,1,[],[]
sample_000104665,-5914,3154,A4,1,[],[]
sample_000104771,-5974,-36,A4,1,[],[]
sample_000104810,8059,-3665,A4,1,[],[]
sample_000105006,-6122,-1779,A4,1,[],[]
sample_000105110,7162,121,A4,1,[],[]
sample_000105121,-7253,1039,A4,1,[],[]
sample_000105258,-430,-9742,A4,1,[],[]
sample_000105310,-9646,9592,A4,1,[],[]
sample_000105352,9970,-1573,A4,1,[],[]
sample_000105399,-6333,-1780,A4,1,[],[]
sample_000105458,-2833,-7679,A4,1,[],[]
sample_000105678,-2618,-3329,A4,1,[],[]
sample_000105680,9074,-7378,A4,1,[],[]
sample_000105683,-3560,-9170,A4,1,[],[]
sample_000105710,-3003,4519,A4,1,[],[]
sample_000105743,-1522,-9958,A4,1,[],[]
sample_000105903,9514,4595,A4,1,[],[]
sample_000106026,368,-2030,A4,1,[],[]
sample_000106038,-1547,2752,A4,1,[],[]
sample_000106044,1897,8250,A4,1,[],[]
sample_000106168,-2200,-5056,A4,1,[],[]
sample_000106192,9392,882,A4,1,[],[]
sample_000106234,4092,4937,A4,1,[],[]
sample_000106373,4539,-6077,A4,1,[],[]
sample_000106433,3128,4581,A4,1,[],[]
sample_000106645,7119,648,A4,1,[],[]
sample_000106672,620,2786,A4,1,[],[]
sample_000106703,-9219,-1345,A4,1,[],[]
sample_000106723,-2877,4383,A4,1,[],[]
sample_000106821,7151,816,A4,1,[],[]
sample_000106853,8101,-1353,A4,1,[],[]
sample_000106909,-5686,2019,A4,1,[],[]
sample_000107154,1232,6682,A4,1,[],[]
sample_000107251,-2015,2142,A4,1,[],[]
sample_000107255,4533,-6775,A4,1,[],[]
sample_000107609,9034,6213,A4,1,[],[]
sample_000107616,-7051,-2928,A4,1,[],[]
sample_000107780,7688,-3715,A4,1,[],[]
sample_000107900,6041,3958,A4,1,[],[]
sample_000108129,5277,-938,A4,1,[],[]
sample_000108181,1858,5669,A4,1,[],[]
sample_000108461,-7239,-8743,A4,1,[],[]
sample_000108575,-3936,-2509,A4,1,[],[]
sample_000108615,-9308,-4976,A4,1,[],[]
sample_000108636,-7546,-7910,A4,1,[],[]
sample_000108650,8757,-1907,A4,1,[],[]
sample_000108655,-4952,9483,A4,1,[],[]
sample_000108945,-5364,-2715,A4,1,[],[]
sample_000108999,9971,9000,A4,1,[],[]
sample_000109106,-7578,7756,A4,1,[],[]
sample_000109262,3104,-2588,A4,1,[],[]
sample_000109558,-7337,3937,A4,1,[],[]
sample_000110108,-9421,8627,A4,1,[],[]
sample_000110121,7681,-3329,A4,1,[],[]
sample_000110308,4299,-8316,A4,1,[],[]
sample_000110508,-9255,7656,A4,1,[],[]
sample_000110678,3921,-9851,A4,1,[],[]
sample_000110682,4275,-9507,A4,1,[],[]
sample_000110691,-2853,-6178,A4,1,[],[]
sample_000110753,-4385,8475,A4,1,[],[]
sample_000110780,5130,7168,A4,1,[],[]
sample_000110924,-1912,6260,A4,1,[],[]
sample_000110929,-5781,3723,A4,1,[],[]
sample_000110955,2511,2385,A4,1,[],[]
sample_000111132,-2994,-1691,A4,1,[],[]
sample_000111186,-2427,5377,A4,1,[],[]
sample_000111195,-4671,9446,A4,1,[],[]
sample_000111214,-8336,2449,A4,1,[],[]
sample_000111359,-1253,-1488,A4,1,[],[]
sample_000111420,-2131,9826,A4,1,[],[]
sample_000111513,4149,8478,A4,1,[],[]
sample_000111776,-3335,-1906,A4,1,[],[]
sample_000112149,-4537,-9250,A4,1,[],[]
sample_000112247,8757,-4559,A4,1,[],[]
sample_000112306,2736,5838,A4,1,[],[]
sample_000112562,2327,3710,A4,1,[],[]
sample_000112599,-6744,-2424,A4,1,[],[]
sample_000112675,-4206,-9466,A4,1,[],[]
sample_000112818,2946,6673,A4,1,[],[]
sample_000113080,2803,5685,A4,1,[],[]
sample_000113121,-8240,6264,A4,1,[],[]
sample_000113436,8310,-4395,A4,1,[],[]
sample_000113495,5235,-4120,A4,1,[],[]
sample_000113608,-6240,-259,A4,1,[],[]
sample_000113616,8826,-9127,A4,1,[],[]
sample_000113619,8688,-5465,A4,1,[],[]
sample_000113791,532,119,A4,1,[],[]
sample_000114013,-2310,-1111,A4,1,[],[]
sample_000114111,-9675,-4555,A4,1,[],[]
sample_000114214,9025,6192,A4,1,[],[]
sample_000114391,5173,-7739,A4,1,[],[]
sample_000114413,-5233,2708,A4,1,[],[]
sample_000114521,3460,-5650,A4,1,[],[]
sample_000114559,7401,9715,A4,1,[],[]
sample_000114922,-4249,-1438,A4,1,[],[]
sample_000114946,-8692,-4726,A4,1,[],[]
sample_000115001,-3818,-5819,A4,1,[],[]
sample_000115168,-3593,-9395,A4,1,[],[]
sample_000115173,-7563,1805,A4,1,[],[]
sample_000115370,8784,-7096,A4,1,[],[]
sample_000115444,8253,-6497,A4,1,[],[]
sample_000115483,-4977,4795,A4,1,[],[]
sample_000115868,-898,972,A4,1,[],[]
sample_000115897,8038,-1345,A4,1,[],[]
sample_000116005,771,8034,A4,1,[],[]
sample_000116114,-8706,-9522,A4,1,[],[]
sample_000116131,-2483,9955,A4,1,[],[]
sample_000116214,2999,-4059,A4,1,[],[]
sample_000116365,7554,-5099,A4,1,[],[]
sample_000116400,7925,-1917,A4,1,[],[]
sample_000116417,-9619,-2259,A4,1,[],[]
sample_000116559,3031,-4318,A4,1,[],[]
sample_000116599,-9883,4266,A4,1,[],[]
sample_000116644,9966,4953,A4,1,[],[]
sample_000116660,-1752,-8337,A4,1,[],[]
sample_000116765,7234,-6029,A4,1,[],[]
sample_000117056,3624,-2469,A4,1,[],[]
sample_000117139,1248,2555,A4,1,[],[]
sample_000117149,-9951,-1161,A4,1,[],[]
sample_000117236,-8594,-497,A4,1,[],[]
sample_000117259,-773,4383,A4,1,[],[]
sample_000117375,1703,-7967,A4,1,[],[]
sample_000117438,-6058,-2880,A4,1,[],[]
sample_000117480,4477,9547,A4,1,[],[]
sample_000117607,4530,7771,A4,1,[],[]
sample_000117651,7073,1682,A4,1,[],[]
sample_000117882,9097,8963,A4,1,[],[]
sample_000117945,2052,-7419,A4,1,[],[]
sample_000118187,5416,-7926,A4,1,[],[]
sample_000118297,-5324,1374,A4,1,[],[]
sample_000118396,-9523,9090,A4,1,[],[]
sample_000118416,-3696,5883,A4,1,[],[]
sample_000118453,3693,6048,A4,1,[],[]
sample_000118472,5661,536,A4,1,[],[]
sample_000118497,3135,-4884,A4,1,[],[]
sample_000118517,7490,-7550,A4,1,[],[]
sample_000118537,7020,-4454,A4,1,[],[]
sample_000118617,-1755,3180,A4,1,[],[]
sample_000118630,-4894,159,A4,1,[],[]
sample_000118648,12,-630,A4,1,[],[]
sample_000118957,-9252,-8305,A4,1,[],[]
sample_000119044,-4563,-9768,A4,1,[],[]
sample_000119110,-5080,6142,A4,1,[],[]
sample_000119174,-3347,-6479,A4,1,[],[]
sample_000119249,6803,4030,A4,1,[],[]
sample_000119264,-5235,-9484,A4,1,[],[]
sample_000119271,548,2579,A4,1,[],[]
sample_000119418,-3837,5142,A4,1,[],[]
sample_000119419,3117,5550,A4,1,[],[]
sample_000119496,-8315,8721,A4,1,[],[]
sample_000119581,6150,-1362,A4,1,[],[]
sample_000119845,7527,7633,A4,1,[],[]
sample_000120211,8493,-8172,A4,1,[],[]
sample_000120333,-270,5651,A4,1,[],[]
sample_000120354,-13,9125,A4,1,[],[]
sample_000120453,-4663,-5987,A4,1,[],[]
sample_000120464,2915,7091,A4,1,[],[]
sample_000120556,-5174,9564,A4,1,[],[]
sample_000120579,-6021,5735,A4,1,[],[]
sample_000120596,5127,-9520,A4,1,[],[]
sample_000120670,1681,2834,A4,1,[],[]
sample_000120757,8958,5387,A4,1,[],[]
sample_000120955,4702,8704,A4,1,[],[]
sample_000121140,-2175,3402,A4,1,[],[]
sample_000121168,-8057,-9432,A4,1,[],[]
sample_000121255,-544,6296,A4,1,[],[]
sample_000121373,-8825,2643,A4,1,[],[]
sample_000121832,-2591,5043,A4,1,[],[]
sample_000121885,-7946,-5940,A4,1,[],[]
sample_000121913,5692,1640,A4,1,[],[]
sample_000121922,3314,-920,A4,1,[],[]
sample_000121997,2983,-2974,A4,1,[],[]
sample_000122082,-6169,-2113,A4,1,[],[]
sample_000122216,9589,2744,A4,1,[],[]
sample_000122268,6988,-6547,A4,1,[],[]
sample_000122399,3485,-3684,A4,1,[],[]
sample_000122514,4217,4201,A4,1,[],[]
sample_000122568,2108,9523,A4,1,[],[]
sample_000122594,-1587,-1674,A4,1,[],[]
sample_000122821,3243,-8304,A4,1,[],[]
sample_000122933,-710,-6202,A4,1,[],[]
sample_000123048,6449,849,A4,1,[],[]
sample_000123119,3262,-6347,A4,1,[],[]
sample_000123123,-8379,5680,A4,1,[],[]
sample_000123358,-8245,-7911,A4,1,[],[]
sample_000123509,-7650,-5173,A4,1,[],[]
sample_000123549,8258,81,A4,1,[],[]
sample_000123629,-5110,-8290,A4,1,[],[]
sample_000123750,-4314,8344,A4,1,[],[]
sample_000123895,1638,-2611,A4,1,[],[]
sample_000123961,1562,-9867,A4,1,[],[]
sample_000123983,-2756,-7778,A4,1,[],[]
sample_000124185,-3841,2688,A4,1,[],[]
sample_000124289,-9249,-567,A4,1,[],[]
sample_000124372,6663,-9029,A4,1,[],[]
sample_000124747,-7594,-3856,A4,1,[],[]
sample_000124785,3355,-3946,A4,1,[],[]
sample_000124882,2646,-8191,A4,1,[],[]
sample_000125123,4190,-583,A4,1,[],[]
sample_000125544,9076,5052,A4,1,[],[]
sample_000125563,7096,-5791,A4,1,[],[]
sample_000125579,7213,4372,A4,1,[],[]
sample_000125597,4271,-7682,A4,1,[],[]
sample_000125762,533,5684,A4,1,[],[]
sample_000125857,-8220,-8646,A4,1,[],[]
sample_000125898,-5703,-9166,A4,1,[],[]
sample_000125985,5153,1701,A4,1,[],[]
sample_000126013,4180,1954,A4,1,[],[]
sample_000126064,4260,542,A4,1,[],[]
sample_000126091,1648,4194,A4,1,[],[]
sample_000126130,1466,4252,A4,1,[],[]
